"","ibge7","municipio","X2000","X2010","long","latit"
"394",3134905,"Jacutinga",14.98,8.76,-46.3644,-22.1708
"395",3135001,"Jaguaraçu",18.74,12.84,-42.4459,-19.3857
"396",3135050,"Jaíba",35.98,25.12,-43.4028,-15.2018
"397",3135076,"Jampruca",39.65,29.31,-41.4814,-18.2746
"398",3135100,"Janaúba",26.99,18.75,-43.1832,-15.4809
"399",3135209,"Januária",30.07,22.86,-44.2143,-15.2917
"400",3135308,"Japaraíba",12.95,9.07,-45.3012,-20.0829
"401",3135357,"Japonvar",46.62,29.84,-44.1612,-15.5941
"402",3135407,"Jeceaba",14.39,9.68,-43.59,-20.3207
"403",3135456,"Jenipapo de Minas",49.73,32.7,-42.153,-17.0458
"404",3135506,"Jequeri",30.9,19.97,-42.3957,-20.2721
"405",3135605,"Jequitaí",31.1,25.77,-44.2644,-17.1408
"406",3135704,"Jequitibá",20.98,11.59,-44.014,-19.1408
"407",3135803,"Jequitinhonha",43.16,31.79,-41.0012,-16.2602
"408",3135902,"Jesuânia",20.6,13.24,-45.1728,-21.5952
"409",3136009,"Joaíma",46.65,36.88,-41.015,-16.3915
"410",3136108,"Joanésia",27.85,23.62,-42.4043,-19.102
"411",3136207,"João Monlevade",7.44,5.02,-43.1025,-19.4836
"412",3136306,"João Pinheiro",20.4,13.86,-46.1021,-17.4433
"413",3136405,"Joaquim Felício",29.55,19.98,-44.102,-17.4527
"414",3136504,"Jordânia",39.68,31.46,-40.1041,-15.5401
"415",3136520,"José Gonçalves de Minas",44.01,27.5,-42.3613,-16.5425
"416",3136579,"Josenópolis",55.35,39.8,-42.3055,-16.325
"417",3136553,"José Raydan",40.84,28.81,-42.2955,-18.131
"418",3136652,"Juatuba",15.37,11,-44.2034,-19.5707
"419",3136702,"Juiz de Fora",5.8,3.92,-43.2101,-21.4551
"420",3136801,"Juramento",27.96,20.72,-43.3513,-16.5053
"421",3136900,"Juruaia",16.59,8.36,-46.3437,-21.151
"422",3136959,"Juvenília",40.18,30.89,-44.0937,-14.1545
"423",3137007,"Ladainha",50.83,38.9,-41.4415,-17.3756
"424",3137106,"Lagamar",16.05,13.26,-46.4827,-18.1042
"425",3137205,"Lagoa da Prata",11.84,8.06,-45.3237,-20.0121
"426",3137304,"Lagoa dos Patos",30.3,20.92,-44.3456,-16.59
"427",3137403,"Lagoa Dourada",10.46,7.35,-44.0442,-20.5452
"428",3137502,"Lagoa Formosa",16.99,13.44,-46.2427,-18.4643
"429",3137536,"Lagoa Grande",19.59,14.37,-46.3052,-17.5007
"430",3137601,"Lagoa Santa",9.85,5.75,-43.5323,-19.3738
"431",3137700,"Lajinha",27.19,21.58,-41.3722,-20.0905
"432",3137809,"Lambari",11.75,9.06,-45.2101,-21.5832
"433",3137908,"Lamim",20.15,15.93,-43.2827,-20.4725
"434",3138005,"Laranjal",17.66,12.77,-42.2837,-21.2228
"435",3138104,"Lassance",26.33,18.63,-44.3439,-17.5312
"436",3138203,"Lavras",7.55,5.11,-44.5959,-21.1443
"437",3138302,"Leandro ferreira",19.46,14.78,-45.013,-19.4305
"438",3138351,"Leme do Prado",31.49,24.03,-42.4133,-17.05
"439",3138401,"Leopoldina",13.04,8.55,-42.3835,-21.3155
"440",3138500,"Liberdade",25.42,17.86,-44.1911,-22.0144
"441",3138609,"Lima Duarte",17.77,13.22,-43.4735,-21.5033
"442",3138625,"Limeira do Oeste",23.12,16.24,-50.345,-19.3304
"443",3138658,"Lontra",43.38,29.17,-44.1818,-15.5412
"444",3138674,"Luisburgo",26.16,19.4,-42.061,-20.2623
"445",3138682,"Luislândia",41.85,26.07,-44.3519,-16.0703
"446",3138708,"Luminárias",13.41,11.4,-44.5412,-21.304
"447",3138807,"Luz",12.87,10.02,-45.4108,-19.4805
"448",3139003,"Machado",13.98,10.15,-45.5511,-21.4029
"449",3139102,"Madre de Deus de Minas",14.29,8.19,-44.1949,-21.2857
"450",3139201,"Malacacheta",41.72,32.76,-42.0436,-17.5032
"451",3139250,"Mamonas",46.58,35.43,-42.5658,-15.0301
"452",3139300,"Manga",38.85,30.79,-43.5556,-14.4521
"453",3139409,"Manhuaçu",16.98,10.82,-42.0201,-20.1529
"454",3139508,"Manhumirim",20.41,15.77,-41.5729,-20.2128
"455",3139607,"Mantena",27.31,19.06,-40.5849,-18.4654
"456",3139706,"Maravilhas",14.64,9.89,-44.4035,-19.3058
"457",3139805,"Mar de Espanha",15.2,9.84,-43.0035,-21.5202
"458",3139904,"Maria da Fé",16.16,9.85,-45.2231,-22.1829
"459",3140001,"Mariana",13.28,8.32,-43.2458,-20.224
"460",3140100,"Marilac",39.78,25.51,-42.0502,-18.3029
"461",3140159,"Mário Campos",16.19,10.52,-44.1118,-20.0323
"462",3140209,"Maripá de Minas",14.4,12.58,-42.5732,-21.4153
"463",3140308,"Marliéria",19.1,13.81,-42.4356,-19.4244
"464",3140407,"Marmelópolis",20.47,12.65,-45.0955,-22.2657
"465",3140506,"Martinho Campos",15.74,10.97,-45.1413,-19.1954
"466",3140530,"Martins Soares",26.09,19.97,-41.5237,-20.1525
"467",3140555,"Mata Verde",49.69,39.48,-40.4428,-15.4111
"468",3140605,"Materlândia",37.51,29.33,-43.0335,-18.2827
"469",3140704,"Mateus Leme",15.24,9.83,-44.254,-19.5911
"470",3171501,"Mathias Lobato",36.26,27.32,-41.5452,-18.3353
"471",3140803,"Matias Barbosa",11.22,8.01,-43.191,-21.5209
"472",3140852,"Matias Cardoso",43.91,31.12,-43.5519,-14.5117
"473",3140902,"Matipó",25.45,19.38,-42.2028,-20.1702
"474",3141009,"Mato Verde",35,27.43,-42.5159,-15.235
"475",3141108,"Matozinhos",11.18,7.22,-44.0453,-19.3328
"476",3141207,"Matutina",18.2,14,-45.5807,-19.1321
"477",3138906,"Maxacalis",37.77,29.54,-40.4259,-17.0438
"478",3141306,"Medeiros",13.39,7.41,-46.1334,-19.5944
"479",3141405,"Medina",39.33,28.77,-41.2837,-16.1321
"480",3141504,"Mendes Pimentel",40.32,29.62,-41.2417,-18.394
"481",3141603,"Mercês",24.86,17.31,-43.2029,-21.1139
"482",3141702,"Mesquita",30.24,23.67,-42.3626,-19.1321
"483",3141801,"Minas Novas",48.88,33.39,-42.3525,-17.1307
"484",3141900,"Minduri",17.56,9.98,-44.3614,-21.4055
"485",3142007,"Mirabela",33.95,22.35,-44.0952,-16.1546
"486",3142106,"Miradouro",27.25,17,-42.2033,-20.5326
"487",3142205,"Miraí",18.63,13.93,-42.3651,-21.1143
"488",3142254,"Miravânia",42.78,33.67,-44.2413,-14.4428
"489",3142304,"Moeda",14.11,9.67,-44.031,-20.1959
"490",3142403,"Moema",12.94,8,-45.2439,-19.5036
"491",3142502,"Monjolos",29.49,19.65,-44.0709,-18.1931
"492",3142601,"Monsenhor Paulo",17.82,13.81,-45.3228,-21.4527
"493",3142700,"Montalvânia",41.12,28.34,-44.2156,-14.2522
"494",3142809,"Monte Alegre de Minas",15.5,13.85,-48.5251,-18.5214
"495",3142908,"Monte Azul",37.51,28.5,-42.5229,-15.0918
"496",3143005,"Monte Belo",20.26,13.16,-46.2203,-21.1935
"497",3143104,"Monte Carmelo",12.99,9.38,-47.2955,-18.4329
"498",3143153,"Monte Formoso",50.06,37.73,-41.1519,-16.5157
"499",3143203,"Monte Santo de Minas",18.48,15.52,-46.5849,-21.1123
"500",3143302,"Montes Claros",13.58,8.05,-43.5142,-16.4406
"501",3143401,"Monte Sião",13.85,8.86,-46.3421,-22.2557
"502",3143450,"Montezuma",43.01,30.46,-42.295,-15.1019
"503",3143500,"Morada Nova de Minas",16.91,11.36,-45.2124,-18.3616
"504",3143609,"Morro da Garça",22.14,13.28,-44.3609,-18.3249
"505",3143708,"Morro do Pilar",35.35,29.31,-43.2235,-19.1256
"506",3143807,"Munhoz",19.65,12.87,-46.2138,-22.3647
"507",3143906,"Muriaé",14.68,9.39,-42.2159,-21.075
"508",3144003,"Mutum",29.77,22.55,-41.2618,-19.48
"509",3144102,"Muzambinho",11.27,7.53,-46.3132,-21.2233
"510",3144201,"Nacip Raydan",36.6,27.76,-42.1455,-18.2733
"511",3144300,"Nanuque",25.37,19.43,-40.2114,-17.5021
"512",3144359,"Naque",23.95,20.47,-42.1942,-19.1349
"513",3144375,"Natalândia",24.56,18.92,-46.2936,-16.3015
"514",3144409,"Natércia",15.87,11.27,-45.3042,-22.0712
"515",3144508,"Nazareno",14.78,10.88,-44.3641,-21.1259
"516",3144607,"Nepomuceno",18.91,13.84,-45.1409,-21.1409
"517",3144656,"Ninheira",60.84,45.44,-41.4513,-15.1916
"518",3144672,"Nova Belém",36.62,30.25,-41.01,-18.283
"519",3144706,"Nova Era",12.72,8.69,-43.0215,-19.45
"520",3144805,"Nova Lima",6.74,3.49,-43.5048,-19.5908
"521",3144904,"Nova Módica",41.54,30.3,-41.3005,-18.2614
"522",3145000,"Nova Ponte",14.65,11.21,-47.4029,-19.0909
"523",3145059,"Nova Porteirinha",30.17,24.61,-43.1802,-15.4809
"524",3145109,"Nova Resende",18.16,10.12,-46.2513,-21.0734
"525",3145208,"Nova Serrana",10.7,6.6,-44.5901,-19.5234
"526",3136603,"Nova União",23.26,15.33,-43.3447,-19.4124
"527",3145307,"Novo Cruzeiro",51.68,37.28,-41.5231,-17.2805
"528",3145356,"Novo Oriente de Minas",56.01,41.01,-41.1255,-17.2455
"529",3145372,"Novorizonte",37.43,28.44,-42.2428,-16.0102
"530",3145406,"Olaria",21.05,20.67,-43.5614,-21.5139
"531",3145455,"Olhos D' Água",39.54,24.29,-43.3424,-17.2349
"532",3145505,"Olímpio Noronha",18.97,17.48,-45.155,-22.0404
"533",3145604,"Oliveira",11.72,7.39,-44.4938,-20.4147
"534",3145703,"Oliveira Fortes",24.44,19.8,-43.2723,-21.202
"535",3145802,"Onça do Pitangui",20.67,13.85,-44.4826,-19.4349
"536",3145851,"Oratórios",27.85,20.02,-42.482,-20.255
"537",3145877,"Orizânia",27.64,20.37,-42.1236,-20.3023
"538",3145901,"Ouro Branco",10.64,6.05,-43.4131,-20.3115
"539",3146008,"Ouro Fino",14.3,10.39,-46.2208,-22.1659
"540",3146107,"Ouro Preto",10.14,6.17,-43.3029,-20.1715
"541",3146206,"Ouro Verde de Minas",43.74,35.74,-41.1611,-18.0414
"542",3146255,"Padre Carvalho",50.4,37.06,-42.3055,-16.2152
"543",3146305,"Padre Paraíso",40.23,29.48,-41.2904,-17.0427
"544",3146404,"Paineiras",17.41,13.05,-45.3154,-18.543
"545",3146503,"Pains",13.66,9.22,-45.3941,-20.2214
"546",3146552,"Pai Pedro",53.45,42.04,-43.0355,-15.31
"547",3146602,"Paiva",20.87,15.28,-43.2457,-21.1721
"548",3146701,"Palma",18.7,13.21,-42.1851,-21.223
"549",3146750,"Palmópolis",44.17,37.99,-40.2512,-16.4406
"550",3146909,"Papagaios",17.97,11.88,-44.4452,-19.2657
"551",3147006,"Paracatu",16.14,9.9,-46.5229,-17.132
"552",3147105,"Pará de Minas",8.78,4.81,-44.363,-19.5137
"553",3147204,"Paraguaçu",11.96,9.1,-45.4415,-21.325
"554",3147303,"Paraisópolis",14.53,10.11,-45.4648,-22.3315
"555",3147402,"Paraopeba",12.05,7.74,-44.2415,-19.1628
"556",3147501,"Passabém",27.37,22.07,-43.0811,-19.2112
"557",3147600,"Passa Quatro",10.38,6.93,-44.58,-22.2325
"558",3147709,"Passa Tempo",14.35,9.35,-44.2944,-20.3902
"559",3147808,"Passa Vinte",22.3,16.41,-44.1404,-22.1234
"560",3147907,"Passos",11.51,6.81,-46.3635,-20.4308
"561",3147956,"Patis",47.42,31.24,-44.0455,-16.0435
"562",3148004,"Patos de Minas",10.01,6.66,-46.3105,-18.3444
"563",3148103,"Patrocínio",11.62,8.1,-46.5933,-18.5638
"564",3148202,"Patrocínio do Muriaé",17.11,11.81,-42.1253,-21.0909
"565",3148301,"Paula Cândido",20.58,12.6,-42.5849,-20.5227
"566",3148400,"Paulistas",33.04,25.91,-42.5206,-18.2539
"567",3148509,"Pavão",44.77,29.93,-40.5956,-17.254
"568",3148608,"Peçanha",35.73,25.38,-42.3325,-18.3255
"569",3148707,"Pedra Azul",37,26.35,-41.175,-16.0019
"570",3148756,"Pedra Bonita",29.06,18.65,-42.1948,-20.3114
"571",3148806,"Pedra do Anta",27.11,23.97,-42.4249,-20.355
"572",3148905,"Pedra do Indaiá",20.96,13.27,-45.1232,-20.153
"573",3149002,"Pedra Dourada",22.54,16.69,-42.0915,-20.4949
"574",3149101,"Pedralva",17.26,10.98,-45.2757,-22.1434
"575",3149150,"Pedras de Maria da Cruz",42.87,30.85,-44.2329,-15.3624
"576",3149200,"Pedrinópolis",13.61,12.53,-47.2744,-19.134
"577",3149309,"Pedro Leopoldo",9.15,6.5,-44.0235,-19.3705
"578",3149408,"Pedro Teixeira",22.68,13.83,-43.4444,-21.4223
"579",3149507,"Pequeri",11.71,10.16,-43.0714,-21.5003
"580",3149606,"Pequi",13.84,10.32,-44.3932,-19.3758
"581",3149705,"Perdigão",12.21,8.78,-45.0503,-19.571
"582",3149804,"Perdizes",15.7,10.09,-47.1734,-19.211
"583",3149903,"Perdões",13.64,9.1,-45.0529,-21.0527
"584",3149952,"Periquito",34.66,22.57,-42.1401,-19.0927
"585",3150000,"Pescador",36.41,25.7,-41.3553,-18.2125
"586",3150109,"Piau",17.21,16.15,-43.1922,-21.3034
"587",3150158,"Piedade de Caratinga",31.02,22.44,-42.0433,-19.4534
"588",3150208,"Piedade de Ponte Nova",27.04,20.49,-42.4403,-20.1443
"589",3150307,"Piedade do Rio Grande",24.9,16.57,-44.1146,-21.2807
"590",3150406,"Piedade dos Gerais",24.82,17.51,-44.1338,-20.2816
"591",3150505,"Pimenta",14.97,10.55,-45.4756,-20.2902
"592",3150539,"Pingo D' Água",28.92,21.76,-42.2429,-19.4339
"593",3150570,"Pintópolis",36.75,23.9,-45.092,-16.0332
"594",3150604,"Piracema",20.84,14.25,-44.2857,-20.3028
"595",3150703,"Pirajuba",14.93,10.87,-48.4202,-19.5425
"596",3150802,"Piranga",26.37,14.95,-43.1801,-20.4105
"597",3150901,"Piranguçu",17.47,13.25,-45.2943,-22.314
"598",3151008,"Piranguinho",13.47,9.55,-45.3154,-22.2404
"599",3151107,"Pirapetinga",15.59,10.57,-42.2044,-21.3923
"600",3151206,"Pirapora",13.45,8.99,-44.5631,-17.2042
"601",3151305,"Piraúba",15.56,11.68,-43.0135,-21.1635
"602",3151404,"Pitangui",13.15,7.69,-44.5325,-19.4058
"603",3151503,"Piumhi",12.12,8.58,-45.5729,-20.2755
"604",3151602,"Planura",14,10.47,-48.4207,-20.0816
"605",3151701,"Poço Fundo",12.97,8.44,-45.5754,-21.4651
"606",3151800,"Poços de Caldas",7.18,4.48,-46.3341,-21.4716
"607",3151909,"Pocrane",31.49,22.76,-41.3813,-19.3711
"608",3152006,"Pompéu",18.09,12.31,-44.5607,-19.1328
"609",3152105,"Ponte Nova",12.66,8.58,-42.5431,-20.2459
"610",3152131,"Ponto Chique",31.92,21.01,-45.0356,-16.375
"611",3152170,"Ponto dos Volantes",49.84,35.93,-41.3015,-16.451
"612",3152204,"Porteirinha",37.15,27.4,-43.0142,-15.4436
"613",3152303,"Porto Firme",27.2,16.64,-43.0504,-20.4024
"614",3152402,"Poté",42.32,32.25,-41.4711,-17.4824
"615",3152501,"Pouso Alegre",7.91,4.91,-45.5611,-22.1348
"616",3152600,"Pouso Alto",13.87,10.31,-44.5821,-22.1137
"617",3152709,"Prados",12.38,8.18,-44.0447,-21.0327
"618",3152808,"Prata",16.02,11.8,-48.5527,-19.1826
"619",3152907,"Pratápolis",13.92,10.54,-46.5139,-20.4441
"620",3153004,"Pratinha",18.74,13.42,-46.2241,-19.4504
"621",3153103,"Presidente Bernardes",22.53,16.65,-43.1115,-20.4607
"622",3153202,"Presidente Juscelino",30.39,24.82,-44.033,-18.3814
"623",3153301,"Presidente Kubitschek",26.88,17.58,-43.3344,-18.3652
"624",3153400,"Presidente Olegário",19.44,13.36,-46.2505,-18.2504
"625",3153608,"Prudente de Morais",10.56,8.5,-44.0918,-19.2855
"626",3153707,"Quartel Geral",24.55,14.77,-45.3326,-19.1625
"627",3153806,"Queluzito",16.57,8.08,-43.5304,-20.4424
"628",3153905,"Raposos",11.32,6.23,-43.4815,-19.5802
"629",3154002,"Raul Soares",22.14,16.76,-42.2709,-20.0607
"630",3154101,"Recreio",19.18,13.32,-42.2809,-21.313
"631",3154150,"Reduto",21.19,17,-41.5857,-20.1308
"632",3154200,"Resende Costa",11.32,7.19,-44.1415,-20.552
"633",3154309,"Resplendor",25.17,18.06,-41.1519,-19.1932
"634",3154408,"Ressaquinha",18.07,13.39,-43.4546,-21.0345
"635",3154457,"Riachinho",30.16,18.07,-45.593,-16.1348
"636",3154507,"Riacho dos Machados",41.59,30.47,-43.0258,-16.0022
"637",3154606,"Ribeirão das Neves",12.81,8.01,-44.0512,-19.4601
"638",3154705,"Ribeirão Vermelho",9.75,6.11,-45.0343,-21.1126
"639",3154804,"Rio Acima",13.81,8.95,-43.4722,-20.0515
"640",3154903,"Rio Casca",20.75,13.85,-42.3903,-20.1334
"641",3155009,"Rio Doce",23.57,17.99,-42.5345,-20.1441
"642",3155108,"Rio do Prado",47.46,31.41,-40.3411,-16.363
"643",3155207,"Rio Espera",20.77,16.27,-43.2828,-20.5119
"644",3155306,"Rio Manso",21.26,13.97,-44.1828,-20.1555
"645",3155405,"Rio Novo",16.32,12.1,-43.0731,-21.2727
"646",3155504,"Rio Paranaíba",13.41,10.95,-46.145,-19.1137
"647",3155603,"Rio Pardo de Minas",46.89,31.6,-42.3223,-15.3635
"648",3155702,"Rio Piracicaba",14.76,10.48,-43.1027,-19.5545
"649",3155801,"Rio Pomba",16.85,11.28,-43.1045,-21.1629
"650",3155900,"Rio Preto",18.46,14.67,-43.494,-22.0521
"651",3156007,"Rio Vermelho",41.9,35.21,-43.0033,-18.1737
"652",3156106,"Ritápolis",15.87,11.42,-44.1905,-21.0119
"653",3156205,"Rochedo de Minas",14,11.47,-43.0111,-21.3747
"654",3156304,"Rodeiro",17.5,10.54,-42.5154,-21.12
"655",3156403,"Romaria",13.25,10.13,-47.3508,-18.5257
"656",3156452,"Rosário da Limeira",25.26,17.56,-42.3043,-20.5844
"657",3156502,"Rubelita",39.03,30.63,-42.1545,-16.2427
"658",3156601,"Rubim",41.09,33.24,-40.3215,-16.2229
"659",3156700,"Sabará",10.38,6.21,-43.4824,-19.5311
"660",3156809,"Sabinópolis",31.86,22.77,-43.0502,-18.3958
"661",3156908,"Sacramento",12.69,7.85,-47.2624,-19.5155
"662",3157005,"Salinas",31.99,22.17,-42.1725,-16.1013
"663",3157104,"Salto da Divisa",44.42,33.09,-39.5649,-16.001
"664",3157203,"Santa Bárbara",12.35,7.29,-43.2455,-19.5734
"665",3157252,"Santa Bárbara do Leste",22.69,16.72,-42.0823,-19.584
"666",3157278,"Santa Bárbara do Monte Verde",24.1,18.07,-43.4208,-21.5733
"667",3157302,"Santa Bárbara do Tugúrio",26.54,17.84,-43.3334,-21.1446
"668",3157336,"Santa Cruz de Minas",10.66,6.53,-44.1324,-21.0711
"669",3157377,"Santa Cruz de Salinas",41.51,34.16,-41.4447,-16.0554
"670",3157401,"Santa Cruz do Escalvado",27.27,19.05,-42.485,-20.141
"671",3157500,"Santa Efigênia de Minas",36.82,25.54,-42.2654,-18.4938
"672",3157609,"Santa Fé de Minas",34.08,23.81,-45.245,-16.4124
"673",3157658,"Santa Helena de Minas",50.71,39.17,-40.4108,-16.5859
"674",3157708,"Santa Juliana",13.41,8.74,-47.3131,-19.1831
"675",3157807,"Santa Luzia",10.38,5.97,-43.5105,-19.4611
"676",3157906,"Santa Margarida",19.1,14.88,-42.1502,-20.2302
"677",3158003,"Santa Maria de Itabira",27.26,18.12,-43.0645,-19.2658
"678",3158102,"Santa Maria do Salto",41.78,36.13,-40.0858,-16.1456
"679",3158201,"Santa Maria do Suaçuí",38.98,31.24,-42.2451,-18.1125
"680",3158300,"Santana da Vargem",18.82,11.09,-45.3024,-21.1457
"681",3158409,"Santana de Cataguases",18.71,13.43,-42.3326,-21.1714
"682",3158508,"Santana de Pirapama",27.21,21.17,-44.0235,-19.0022
"683",3158607,"Santana do Deserto",18.04,11.96,-43.0959,-21.57
"684",3158706,"Santana do Garambéu",26.7,20.98,-44.0616,-21.3605
"685",3158805,"Santana do Jacaré",30.27,18.69,-45.0751,-20.5352
"686",3158904,"Santana do Manhuaçu",27.71,22,-41.5531,-20.0627
"687",3158953,"Santana do paraíso",21.19,11.87,-42.3407,-19.2149
"688",3159001,"Santana do Riacho",28.59,19.02,-43.4252,-19.1008
"689",3159100,"Santana dos Montes",16.29,13.15,-43.413,-20.4716
"690",3159209,"Santa Rita de Caldas",11.53,9.78,-46.2012,-22.0143
"691",3159308,"Santa Rita de Jacutinga",19.18,14.67,-44.0542,-22.0858
"692",3159357,"Santa Rita de Minas",26.04,20.33,-42.0755,-19.5228
"693",3159407,"Santa Rita do Ibitipoca",24.51,21.42,-43.5453,-21.3346
"694",3159506,"Santa Rita do Itueto",30.51,23.29,-41.2248,-19.2135
"695",3159605,"Santa Rita do Sapucaí",14.86,10.78,-45.4212,-22.1508
"696",3159704,"Santa Rosa da Serra",22.97,15.47,-45.5759,-19.3147
"697",3159803,"Santa Vitória",21.55,14.98,-50.0717,-18.5019
"698",3159902,"Santo Antônio do Amparo",21.82,16.01,-44.5508,-20.5647
"699",3160009,"Santo Antônio do Aventureiro",22.47,16.25,-42.4856,-21.4529
"700",3160108,"Santo Antônio do Grama",24.56,18.98,-42.3631,-20.1852
"701",3160207,"Santo Antônio do Itambé",42.52,30.97,-43.1824,-18.2757
"702",3160306,"Santo Antônio do Jacinto",51.06,36.97,-40.1033,-16.3202
"703",3160405,"Santo Antônio do Monte",13.25,7.98,-45.1737,-20.0514
"704",3160454,"Santo Antônio do Retiro",49.69,42.37,-42.3725,-15.2022
"705",3160504,"Santo Antônio do Rio Abaixo",26.15,23.36,-43.1514,-19.1342
"706",3160603,"Santo Hipólito",30.36,21.04,-44.1323,-18.1749
"707",3160702,"Santos Dumont",12.7,8.86,-43.3309,-21.2724
"708",3160801,"São Bento Abade",22.8,16.84,-45.0433,-21.3454
"709",3160900,"São Brás do Suaçuí",10.27,5.73,-43.5657,-20.373
"710",3160959,"São Domingos das Dores",22.83,17.13,-42.0041,-19.3137
"711",3161007,"São Domingos do Prata",15.91,10.8,-42.5806,-19.5154
"712",3161056,"São Félix de Minas",42.07,28.56,-41.2911,-18.3528
"713",3161106,"São Francisco",32.57,23.67,-44.5152,-15.5655
"714",3161205,"São Francisco de Paula",24.06,16.53,-44.5907,-20.4236
"715",3161304,"São Francisco de Sales",19.64,12.84,-49.4627,-19.5146
"716",3161403,"São Francisco do Glória",26.01,18.68,-42.1603,-20.4722
"717",3161502,"São Geraldo",21.35,12.98,-42.5004,-20.5522
"718",3161601,"São Geraldo da Piedade",38.5,28.21,-42.1717,-18.501
"719",3161650,"São Geraldo do Baixio",30.69,26.21,-41.2136,-18.54
"720",3161700,"São Gonçalo do Abaeté",18.42,14.7,-45.5,-18.2018
"721",3161809,"São Gonçalo do Pará",13.23,8.02,-44.5132,-19.5858
"722",3161908,"São Gonçalo do Rio Abaixo",20.1,14.76,-43.2144,-19.4934
"723",3125507,"São Gonçalo do Rio Preto",33.26,23,-43.2327,-18.0015
"724",3162005,"São Gonçalo do Sapucaí",13.17,10.09,-45.3543,-21.5332
"725",3162104,"São Gotardo",14.66,10.12,-46.0256,-19.184
"726",3162203,"São João Batista do Glória",17.44,11.97,-46.302,-20.3829
"727",3162252,"São João da Lagoa",34.63,20.38,-44.2107,-16.5111
"728",3162302,"São João da Mata",16.4,12.9,-45.5544,-21.5548
"729",3162401,"São João da Ponte",48.75,38.48,-44.0028,-15.5545
"730",3162450,"São João das Missões",57.32,41.44,-44.0526,-14.5301
"731",3162500,"São João Del Rei",7.4,4.77,-44.1542,-21.0808
"732",3162559,"São João do Manhuaçu",23.79,18.45,-42.0905,-20.2337
"733",3162575,"São João do Manteninha",32.52,25.98,-41.0937,-18.4317
"734",3162609,"São João do Oriente",27.53,20.97,-42.0928,-19.2019
"735",3162658,"São João do Pacuí",50.37,28.51,-44.3058,-16.3231
"736",3162708,"São João do Paraíso",52.72,37.67,-42.0052,-15.1849
"737",3162807,"São João Evangelista",27.54,21.27,-42.4548,-18.3252
"738",3162906,"São João Nepomuceno",10.58,6.49,-43.0038,-21.3224
"739",3162922,"São Joaquim de Bicas",18.88,10.99,-44.1626,-20.0257
"740",3162948,"São José da Barra",12.33,8.27,-46.1841,-20.4305
"741",3162955,"São José da Lapa",11,6.81,-43.3659,-19.4227
"742",3163003,"São José da Safira",34.97,30.46,-42.0836,-18.1928
"743",3163102,"São José da Varginha",15.3,9.07,-44.3325,-19.4235
"744",3163201,"São José do Alegre",14.31,11.76,-45.3135,-22.1943
"745",3163300,"São José do Divino",36.97,26.96,-41.2322,-18.2843
"746",3163409,"São José do Goiabal",22.31,15.34,-42.4218,-19.5543
"747",3163508,"São José do Jacuri",32.3,25.9,-42.4013,-18.1631
"748",3163607,"São José do Mantimento",32.35,20.65,-41.4441,-20.0019
"749",3163706,"São Lourenço",8.15,5.05,-45.0316,-22.0659
"750",3163805,"São Miguel do Anta",23.6,21.07,-42.4308,-20.4226
"751",3163904,"São Pedro da União",20.6,15.33,-46.3655,-21.0736
"752",3164001,"São Pedro dos Ferros",23.38,19.19,-42.3126,-20.1013
"753",3164100,"São Pedro do Suaçuí",34.7,24.38,-42.3609,-18.2157
"754",3164209,"São Romão",31.45,19.53,-45.041,-16.2207
"755",3164308,"São Roque de Minas",14.92,11.97,-46.2157,-20.1443
"756",3164407,"São Sebastião da Bela Vista",23.51,17.91,-45.4515,-22.0933
"757",3164431,"São Sebastião da Vargem Alegre",21.79,15.3,-42.3811,-21.042
"758",3164472,"São Sebastião do Anta",33.78,23.3,-41.5901,-19.2952
"759",3164506,"São Sebastião do Maranhão",43.71,32.33,-42.3417,-18.0504
"760",3164605,"São Sebastião do Oeste",19.46,12.21,-45.0018,-20.1632
"761",3164704,"São Sebastião do Paraíso",11.19,7.8,-46.5929,-20.5501
"762",3164803,"São Sebastião do Rio Preto",18.65,16.5,-43.1026,-19.1731
"763",3164902,"São Sebastião do Rio Verde",11,12.16,-44.5834,-22.1306
"764",3165008,"São Tiago",14.36,9.97,-44.3033,-20.5447
"765",3165107,"São Tomás de Aquino",20.26,14.63,-47.0553,-20.4704
"766",3165206,"São Tomé das Letras",24.27,16.1,-44.5907,-21.432
"767",3165305,"São Vicente de Minas",15.22,8.92,-44.2639,-21.4245
"768",3165404,"Sapucaí Mirim",21.06,12.89,-45.4433,-22.4452
"769",3165503,"Sardoá",31.24,23.5,-42.2154,-18.4701
"770",3165537,"Sarzedo",11.98,7.31,-44.0841,-20.0207
"771",3165560,"Sem-Peixe",28.72,19.14,-42.5022,-20.0633
"772",3165578,"Senador Amaral",21.58,16.14,-46.1036,-22.3514
"773",3165602,"Senador Cortês",20.58,14.64,-42.5644,-21.4802
"774",3165701,"Senador Firmino",20.89,12.09,-43.0548,-20.5443
"775",3165800,"Senador José Bento",16.12,14.17,-46.1044,-22.0952
"776",3165909,"Senador Modestino Gonçalves",39.33,31.63,-43.133,-17.5648
"777",3166006,"Senhora de Oliveira",24.55,15.82,-43.204,-20.4738
"778",3166105,"Senhora do Porto",32.39,23.3,-43.0503,-18.5332
"779",3166204,"Senhora dos Remédios",24.55,17.39,-43.3457,-21.0141
"780",3166303,"Sericita",31.8,22.44,-42.2855,-20.2826
"781",3166402,"Seritinga",17.63,11.23,-44.3109,-21.5433
