Número Reds;Data/Hora Ocorrência;Faixa 1 Hora Fato;Mês;Ano;Dia da Semana;Status Registro;Natureza Principal;Tentado/Consumado Nat Principal;Causa Presumida;Meio Utilizado;Perímetro;Local Imediato;Bairro;Município (Código);Município (Fato);UF - Sigla
2025-002732700-001;18/1/25 5:35 PM;De 17:00 as 17:59;1;2025;Sabado;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;SAO PEDRO;310620;BELO HORIZONTE;MG
2025-003139952-001;18/1/25 2:00 PM;De 14:00 as 14:59;1;2025;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;FUNCIONARIOS;310620;BELO HORIZONTE;MG
2025-003024211-001;18/1/25 2:00 AM;De 02:00 as 02:59;1;2025;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;314860;PECANHA;MG
2025-002965575-001;18/1/25 12:20 AM;De 00:00 as 00:59;1;2025;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;APARTAMENTO;SION;310620;BELO HORIZONTE;MG
2025-002588979-001;17/1/25 5:59 PM;De 17:00 as 17:59;1;2025;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;LAGOINHA LEBLON;310620;BELO HORIZONTE;MG
2025-002587331-001;17/1/25 4:43 PM;De 16:00 as 16:59;1;2025;Sexta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;310320;ARACAI;MG
2025-002590818-001;17/1/25 3:00 PM;De 15:00 as 15:59;1;2025;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CONDOMINIO FECHADO;CAMPO DE AVIAÇÃO;316720;SETE LAGOAS;MG
2025-001859730-001;17/1/25 8:30 AM;De 08:00 as 08:59;1;2025;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SAO JORGE;310670;BETIM;MG
2025-002404288-001;16/1/25 11:30 AM;De 11:00 as 11:59;1;2025;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;BELA FAMA;314480;NOVA LIMA;MG
2025-002468852-001;16/1/25 1:30 AM;De 01:00 as 01:59;1;2025;Quinta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;HOSPITAL/SANTA CASA;VILA VASSALO;314190;MINDURI;MG
2025-003492244-001;15/1/25 8:00 AM;De 08:00 as 08:59;1;2025;Quarta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;JATOBA;315250;POUSO ALEGRE;MG
2025-002221687-001;14/1/25 1:37 PM;De 13:00 as 13:59;1;2025;Terça-Feira;FECHADO;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;LOJA DIVERSA;CENTRO;313670;JUIZ DE FORA;MG
2025-001922111-001;13/1/25 6:21 PM;De 18:00 as 18:59;1;2025;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);URBANO;VIA DE ACESSO PUBLICA;LIDICE;317020;UBERLANDIA;MG
2025-002091171-001;12/1/25 11:00 PM;De 23:00 as 23:59;1;2025;Domingo;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;311860;CONTAGEM;MG
2025-001701427-001;12/1/25 1:43 PM;De 13:00 as 13:59;1;2025;Domingo;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;OSVALDO RESENDE;317020;UBERLANDIA;MG
2025-001720501-001;11/1/25 10:00 PM;De 22:00 as 22:59;1;2025;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;FAZENDA;TIRADENTES;316960;TUPACIGUARA;MG
2025-004692047-001;10/1/25 8:00 PM;De 20:00 as 20:59;1;2025;Sexta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOCAL DE EVENTO ESPORTIVO / ESTADIO / AUTODRO;CENTRO;311100;CAMPESTRE;MG
2025-001285680-001;9/1/25 6:17 PM;De 18:00 as 18:59;1;2025;Quinta-Feira;FECHADO;RACISMO - IMPEDE ACESSO A ENTRADA DE EDIFICIO/SIMILAR;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ICARAI;312230;DIVINOPOLIS;MG
2025-001222158-001;8/1/25 4:00 PM;De 16:00 as 16:59;1;2025;Quarta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;OUTROS - INSTITUICOES PUBLICAS;CENTRO;310490;BAEPENDI;MG
2025-001071615-001;8/1/25 1:58 PM;De 13:00 as 13:59;1;2025;Quarta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;SALATIEL;311340;CARATINGA;MG
2025-001001281-001;8/1/25 12:56 AM;De 00:00 as 00:59;1;2025;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;APARTAMENTO;BOM SOSSEGO;315460;RIBEIRAO DAS NEVES;MG
2025-000929746-001;7/1/25 3:28 PM;De 15:00 as 15:59;1;2025;Terça-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;FUNCIONARIOS;310620;BELO HORIZONTE;MG
2025-001032737-001;6/1/25 2:30 PM;De 14:00 as 14:59;1;2025;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ODILON REZENDE DE ANDRADE;316930;TRES CORACOES;MG
2025-000763450-001;5/1/25 9:00 PM;De 21:00 as 21:59;1;2025;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA DENTRO DE CONDOMÍNIO FECHADO;CONJUNTO CALIFORNIA I;310620;BELO HORIZONTE;MG
2025-000627735-001;5/1/25 3:55 PM;De 15:00 as 15:59;1;2025;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;ESPLANADA;310620;BELO HORIZONTE;MG
2025-000508312-001;4/1/25 9:56 PM;De 21:00 as 21:59;1;2025;Sabado;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;RURAL;SITIO;;317070;VARGINHA;MG
2025-000492753-001;4/1/25 7:23 PM;De 19:00 as 19:59;1;2025;Sabado;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;SAGRADA FAMILIA;312230;DIVINOPOLIS;MG
2025-004786650-001;3/1/25 11:00 AM;De 11:00 as 11:59;1;2025;Sexta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;COACAO;URBANO;VIA DE ACESSO PUBLICA;PORTAL DE FATIMA;310350;ARAGUARI;MG
2025-000845021-002;1/1/25 2:00 PM;De 14:00 as 14:59;1;2025;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;USO DE SINAIS, GESTOS OU IMAGENS;URBANO;CASA;;310620;BELO HORIZONTE;MG
2025-000150004-001;1/1/25 2:30 AM;De 02:00 as 02:59;1;2025;Quarta-Feira;FECHADO;HOMICIDIO;TENTADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;INSTRUMENTO CONTUNDENTE / CORTANTE / PERFURANTE (ARMA BRANCA);URBANO;CASA;NOVA CONTAGEM;311860;CONTAGEM;MG
2025-000870759-001;31/12/24 2:00 AM;De 02:00 as 02:59;12;2024;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;APARTAMENTO;BURITIS;310620;BELO HORIZONTE;MG
2024-058337048-001;28/12/24 5:00 PM;De 17:00 as 17:59;12;2024;Sabado;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;OLARIA;310620;BELO HORIZONTE;MG
2025-002269685-001;27/12/24 4:00 PM;De 16:00 as 16:59;12;2024;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;ACAIACA;310620;BELO HORIZONTE;MG
2024-057722427-001;26/12/24 7:07 PM;De 19:00 as 19:59;12;2024;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;313010;IGARAPE;MG
2024-057654006-001;26/12/24 1:07 PM;De 13:00 as 13:59;12;2024;Quinta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;ARRAIAL D ANGOLA;314700;PARACATU;MG
2024-057665818-001;26/12/24 1:07 PM;De 13:00 as 13:59;12;2024;Quinta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;JARDIM VITORIA;310620;BELO HORIZONTE;MG
2024-057492350-001;25/12/24 1:30 AM;De 01:00 as 01:59;12;2024;Quarta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;CANADA;316720;SETE LAGOAS;MG
2024-057831058-001;23/12/24 9:00 PM;De 21:00 as 21:59;12;2024;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;CENTRO;314915;PEDRAS DE MARIA DA CRUZ;MG
2024-057181380-001;23/12/24 1:05 AM;De 01:00 as 01:59;12;2024;Segunda-Feira;FECHADO;COBERTURA POLICIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;PRONTO-SOCORRO/UNIDADE DE PRONTO ATENDIMENTO(UPA);JARDIM PELUZZO;314800;PATOS DE MINAS;MG
2024-057106861-001;22/12/24 3:16 PM;De 15:00 as 15:59;12;2024;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;FLORESTA;310620;BELO HORIZONTE;MG
2025-000430175-001;19/12/24 8:54 AM;De 08:00 as 08:59;12;2024;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;BRASIL;317020;UBERLANDIA;MG
2024-056530921-001;18/12/24 4:00 PM;De 16:00 as 16:59;12;2024;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;MONTREAL;314310;MONTE CARMELO;MG
2025-001873158-001;18/12/24 11:00 AM;De 11:00 as 11:59;12;2024;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;VIA DE ACESSO PUBLICA;;310750;BOM JARDIM DE MINAS;MG
2024-056637895-001;17/12/24 8:00 AM;De 08:00 as 08:59;12;2024;Terça-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;RURAL;FAZENDA;CENTRO;315280;PRATA;MG
2024-056352070-001;17/12/24 12:00 AM;De 00:00 as 00:59;12;2024;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;CASA;ALTO SANTA RITA;313670;JUIZ DE FORA;MG
2024-056157396-001;16/12/24 1:55 PM;De 13:00 as 13:59;12;2024;Segunda-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;NAZARE;311940;CORONEL FABRICIANO;MG
2024-056083175-001;15/12/24 9:00 PM;De 21:00 as 21:59;12;2024;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;JARDIM ITAMARATI;314800;PATOS DE MINAS;MG
2024-056326238-001;15/12/24 7:00 PM;De 19:00 as 19:59;12;2024;Domingo;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;NOVA FLORESTA;314800;PATOS DE MINAS;MG
2024-056016051-001;15/12/24 12:01 PM;De 12:00 as 12:59;12;2024;Domingo;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;LAURINDO DE CASTRO;316990;UBA;MG
2024-056336731-001;15/12/24 12:10 AM;De 00:00 as 00:59;12;2024;Domingo;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;CENTRO;316730;SILVEIRANIA;MG
2025-005561348-001;14/12/24 12:00 PM;De 12:00 as 12:59;12;2024;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA OU POSTO DE SAUDE;CENTRO;317050;URUCANIA;MG
2024-055790384-001;13/12/24 4:30 PM;De 16:00 as 16:59;12;2024;Sexta-Feira;FECHADO;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;VIA DE ACESSO PUBLICA;JARDIM ANTARES;314600;OURO FINO;MG
2024-055650724-001;12/12/24 6:34 PM;De 18:00 as 18:59;12;2024;Quinta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;VIA DE ACESSO PUBLICA;RECANTO VERDE;311940;CORONEL FABRICIANO;MG
2024-055563389-001;12/12/24 8:30 AM;De 08:00 as 08:59;12;2024;Quinta-Feira;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO MUNICIPAL;PACAEMBU;317020;UBERLANDIA;MG
2024-055126777-001;9/12/24 4:18 PM;De 16:00 as 16:59;12;2024;Segunda-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OFICINA ELETRICA / LANTERNAGEM / MECANICA;CARLOS PRATES;310620;BELO HORIZONTE;MG
2024-055004805-001;8/12/24 9:30 PM;De 21:00 as 21:59;12;2024;Domingo;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;CRUZEIRO;310620;BELO HORIZONTE;MG
2024-054128621-001;8/12/24 5:00 PM;De 17:00 as 17:59;12;2024;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;HOSPITAL/SANTA CASA;BARRO PRETO;310620;BELO HORIZONTE;MG
2024-054913981-001;8/12/24 11:56 AM;De 11:00 as 11:59;12;2024;Domingo;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CLINICA;JARAGUA;317020;UBERLANDIA;MG
2024-055090900-001;8/12/24 2:00 AM;De 02:00 as 02:59;12;2024;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;BOATE / CASA DE SHOW / SIMILAR;CENTRO;314690;PAPAGAIOS;MG
2024-054845532-001;7/12/24 5:00 PM;De 17:00 as 17:59;12;2024;Sabado;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CLUBE SOCIAL / LAZER / ESPORTIVO;UNIVERSITARIO;317010;UBERABA;MG
2024-054926231-001;7/12/24 4:00 PM;De 16:00 as 16:59;12;2024;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;311370;CARLOS CHAGAS;MG
2024-054782982-001;7/12/24 10:50 AM;De 10:00 as 10:59;12;2024;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;JOAO GONCALVES;312670;FRANCISCO SA;MG
2024-055033590-001;7/12/24 9:14 AM;De 09:00 as 09:59;12;2024;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;CASA;VISTA DO SOL;310620;BELO HORIZONTE;MG
2024-054623711-001;5/12/24 5:00 PM;De 17:00 as 17:59;12;2024;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;CENTRO;316190;SAO GONCALO DO RIO ABAIXO;MG
2024-055395250-001;5/12/24 2:34 PM;De 14:00 as 14:59;12;2024;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;ALTO VERA CRUZ;310620;BELO HORIZONTE;MG
2024-054477495-001;5/12/24 10:30 AM;De 10:00 as 10:59;12;2024;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PARTICULAR;BOM JESUS;315120;PIRAPORA;MG
2024-054229691-001;4/12/24 1:34 AM;De 01:00 as 01:59;12;2024;Quarta-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;PRONTO-SOCORRO/UNIDADE DE PRONTO ATENDIMENTO(UPA);DIAMANTE;310620;BELO HORIZONTE;MG
2024-054143015-001;3/12/24 12:00 PM;De 12:00 as 12:59;12;2024;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;ORGAO/SECRETARIA FEDERAL;SANTO AGOSTINHO;310620;BELO HORIZONTE;MG
2024-054176147-001;3/12/24 10:29 AM;De 10:00 as 10:59;12;2024;Terça-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA;CEU AZUL;310620;BELO HORIZONTE;MG
2024-053980108-001;2/12/24 3:43 PM;De 15:00 as 15:59;12;2024;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;CIRO DOS ANJOS;314330;MONTES CLAROS;MG
2024-053822493-001;1/12/24 3:23 PM;De 15:00 as 15:59;12;2024;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CONDOMINIO FECHADO;HAVAI;310620;BELO HORIZONTE;MG
2024-053593562-001;29/11/24 8:42 PM;De 20:00 as 20:59;11;2024;Sexta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;CASA;CENTRO;316600;SENHORA DE OLIVEIRA;MG
2024-053980991-001;29/11/24 9:00 AM;De 09:00 as 09:59;11;2024;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO MUNICIPAL;TREVO;310620;BELO HORIZONTE;MG
2024-053370944-001;28/11/24 3:25 PM;De 15:00 as 15:59;11;2024;Quinta-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;ORGAO/SECRETARIA MUNICIPAL;CENTRO;311860;CONTAGEM;MG
2024-053217213-001;27/11/24 3:22 PM;De 15:00 as 15:59;11;2024;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;DELFINO MAGALHAES;314330;MONTES CLAROS;MG
2024-052990069-001;26/11/24 8:53 AM;De 08:00 as 08:59;11;2024;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;PARQUE DAS NACOES;310160;ALFENAS;MG
2024-052917000-001;25/11/24 6:16 PM;De 18:00 as 18:59;11;2024;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;VIA DE ACESSO PUBLICA;CENTRO;311090;CAMPANHA;MG
2024-053085313-001;25/11/24 3:00 PM;De 15:00 as 15:59;11;2024;Segunda-Feira;FECHADO;OUTROS INFRACOES C/ A PESSOA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;LOJA DIVERSA;SAO JOSE;310620;BELO HORIZONTE;MG
2024-052841871-001;25/11/24 10:26 AM;De 10:00 as 10:59;11;2024;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;JARDIM DOS ANDRADES;314800;PATOS DE MINAS;MG
2024-052269736-001;21/11/24 8:30 AM;De 08:00 as 08:59;11;2024;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;ALPHAVILLE;314480;NOVA LIMA;MG
2024-052154010-001;20/11/24 6:40 PM;De 18:00 as 18:59;11;2024;Quarta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;JARDIM PRIMAVERA;311455;CARNEIRINHO;MG
2024-052171804-001;20/11/24 4:30 PM;De 16:00 as 16:59;11;2024;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;APARTAMENTO;SAO PEDRO;313670;JUIZ DE FORA;MG
